"Mission.CEOS.ID";"Short.Name";"Full.Name";"Mission.agencies";"Launch.year";"Orbit";"Instrument.CEOS.ID";"Resolution";"Swath";"Short.name";"Full.name";"Technology";"Instrument.agencies"
"565";"CARTOSAT-3";"Cartography Satellite - 3";"ISRO";"27 Nov 2019";"Sun-synchronous";1611;"1 m[Best Resolution: 1m]";"16 km[Max Swath: 16 km]";"MX (Cartosat-3)";"Multispectral VNIR";"High resolution optical imager";"ISRO"
"569";"TES-HYS";"Technology Experimental Satellite on Hyperspectral";"ISRO";"01 Jan 2013";"Sun-synchronous";924;"15 m[Best Resolution: 15m]";"30 km[Max Swath: 30 km]";"HySI (TES-HYS)";"Hyperspectral Imager (TES-HYS)";"High resolution optical imager";"ISRO"
"570";"IMS-1";"Indian Mini Satellite-1";"ISRO";"28 Apr 2008";"Sun-synchronous";926;"505.6 m[Best Resolution: 505.6m]";"125.5 km[Max Swath: 125 km]";"HySI (IMS-1)";"Hyperspectral Imager (IMS-1)";"Multi-purpose imaging Vis/IR radiometer";"ISRO"
"573";"RESOURCESAT-3";"Resource Satellite-3";"ISRO";"2025";"Sun-synchronous";932;"20 m, 10 m[Best Resolution: 10m]";"925 km[Max Swath: 925 km]";"ALISS III";"Advanced LISS III";"High resolution optical imager";"ISRO"
"575";"Sentinel-1 A";"Sentinel-1 Aaka S1A";"ESA, COM";"03 Apr 2014";"Sun-synchronous";939;"Strip mode: 9 m, Interferometric wide swath mode: 20 m, extra-wide swath mode: 50 m, wave mode: 50 m[Best Resolution: 9m]";"Strip mode: 80 km; Interferometric wide swath mode: 250 km, extra-wide swath mode: 400 km, Wave mode: sampled images of 20 x 20 km at 100 km intervals[Max Swath: 400 km]";"C-Band SAR";"C-Band Synthetic Aperture Radar";"Imaging radar (SAR)";"ESA"
"576";"Sentinel-1 B";"Sentinel-1 B";"ESA, COM";"25 Apr 2016";"Sun-synchronous";939;"Strip mode: 9 m, Interferometric wide swath mode: 20 m, extra-wide swath mode: 50 m, wave mode: 50 m[Best Resolution: 9m]";"Strip mode: 80 km; Interferometric wide swath mode: 250 km, extra-wide swath mode: 400 km, Wave mode: sampled images of 20 x 20 km at 100 km intervals[Max Swath: 400 km]";"C-Band SAR";"C-Band Synthetic Aperture Radar";"Imaging radar (SAR)";"ESA"
"577";"Sentinel-1 C";"Sentinel-1 Caka S1C";"ESA, COM";"05 Dec 2024";"Sun-synchronous";939;"Strip mode: 9 m, Interferometric wide swath mode: 20 m, extra-wide swath mode: 50 m, wave mode: 50 m[Best Resolution: 9m]";"Strip mode: 80 km; Interferometric wide swath mode: 250 km, extra-wide swath mode: 400 km, Wave mode: sampled images of 20 x 20 km at 100 km intervals[Max Swath: 400 km]";"C-Band SAR";"C-Band Synthetic Aperture Radar";"Imaging radar (SAR)";"ESA"
"578";"Sentinel-2 C";"Sentinel-2 Caka S2C";"ESA, COM";"05 Sep 2024";"Sun-synchronous";940;"10 m for 4 bands in VNIR, 60 m for 3 dedicated atmospheric correction bands, 20 m for remaining bands for S-2. 5m spatial resolution for S2NG[Best Resolution: 10m]";"290 km[Max Swath: 290 km]";"MSI (Sentinel-2)";"Multi-Spectral Instrument (Sentinel-2)";"High resolution optical imager";"ESA, COM"
"579";"Sentinel-3 C";"Sentinel-3 Caka S3C";"ESA, COM, EUMETSAT";"Jun 2026";"Sun-synchronous";896;"300 m[Best Resolution: 300m]";"1270 km, across-track tilt 12.2 deg to the West[Max Swath: 1270 km]";"OLCI";"Ocean and Land Colour Imager";"Medium-resolution spectro-radiometer";"ESA, COM"
"582";"UK-DMC2";"UK Disaster Monitoring Constellation 2aka DMC 2";"UKSA";"29 Jul 2009";"Sun-synchronous";944;"22 m[Best Resolution: 22m]";"Two imaging banks each with a 330km swath.  The two swaths overlap by 11km, providing a total swath up to 638km[Max Swath: 638 km]";"SLIM-6-22";"Surrey Linear Imager - 6 channel - 22m resolution";"High resolution optical imager";"UKSA"
"584";"RCM-1";"RADARSAT CONSTELLATION MISSION-1";"CSA, AAFC, DFO, DND, ECCC, NRCAN, PSC";"12 Jun 2019";"Sun-synchronous";946;"Low Resolution 100 m and Low Noise: 100 x 100 m (8 looks); Medium Resolution 50 m: 50 x 50 m (4 looks); Medium Resolution 30 m: 30 x 30 m (4 looks); Medium Resolution 16 m: 16 x 16 m (4 looks);  High-Resolution 5 m: 5 x 5 m (1 look); Very High Resolution 3 m: 3 x 3 m @35deg (1 look); Spotlight: 1 x 3 m @35deg (1 look); Quad-Pol: 9 x 9 m (1 look).[Best Resolution: 1m]";"Low Resolution 100 m: 500 km; Medium Resolution 50 m: 350 km; Low Noise: 350 km;  Ship Detection: 350 km; Medium Resolution 30 m: 125 km; Medium Resolution 16 m: 30 km;  High-Resolution 5 m: 30 km; Very High Resolution 3 m: 20 km; Spotlight: 20 km [5 km along-track]; Quad-Pol: 20 km.[Max Swath: 500 km]";"SAR (RCM)";"Synthetic Aperture Radar (SAR) C band";"Imaging radar (SAR)";"CSA, NRCAN, DND, DFO, AAFC, ECCC, PSC"
"585";"RCM-2";"RADARSAT CONSTELLATION MISSION-2";"CSA, AAFC, DFO, DND, ECCC, NRCAN, PSC";"12 Jun 2019";"Sun-synchronous";946;"Low Resolution 100 m and Low Noise: 100 x 100 m (8 looks); Medium Resolution 50 m: 50 x 50 m (4 looks); Medium Resolution 30 m: 30 x 30 m (4 looks); Medium Resolution 16 m: 16 x 16 m (4 looks);  High-Resolution 5 m: 5 x 5 m (1 look); Very High Resolution 3 m: 3 x 3 m @35deg (1 look); Spotlight: 1 x 3 m @35deg (1 look); Quad-Pol: 9 x 9 m (1 look).[Best Resolution: 1m]";"Low Resolution 100 m: 500 km; Medium Resolution 50 m: 350 km; Low Noise: 350 km;  Ship Detection: 350 km; Medium Resolution 30 m: 125 km; Medium Resolution 16 m: 30 km;  High-Resolution 5 m: 30 km; Very High Resolution 3 m: 20 km; Spotlight: 20 km [5 km along-track]; Quad-Pol: 20 km.[Max Swath: 500 km]";"SAR (RCM)";"Synthetic Aperture Radar (SAR) C band";"Imaging radar (SAR)";"CSA, NRCAN, DND, DFO, AAFC, ECCC, PSC"
"586";"RCM-3";"RADARSAT CONSTELLATION MISSION-3";"CSA, AAFC, DFO, DND, ECCC, NRCAN, PSC";"12 Jun 2019";"Sun-synchronous";946;"Low Resolution 100 m and Low Noise: 100 x 100 m (8 looks); Medium Resolution 50 m: 50 x 50 m (4 looks); Medium Resolution 30 m: 30 x 30 m (4 looks); Medium Resolution 16 m: 16 x 16 m (4 looks);  High-Resolution 5 m: 5 x 5 m (1 look); Very High Resolution 3 m: 3 x 3 m @35deg (1 look); Spotlight: 1 x 3 m @35deg (1 look); Quad-Pol: 9 x 9 m (1 look).[Best Resolution: 1m]";"Low Resolution 100 m: 500 km; Medium Resolution 50 m: 350 km; Low Noise: 350 km;  Ship Detection: 350 km; Medium Resolution 30 m: 125 km; Medium Resolution 16 m: 30 km;  High-Resolution 5 m: 30 km; Very High Resolution 3 m: 20 km; Spotlight: 20 km [5 km along-track]; Quad-Pol: 20 km.[Max Swath: 500 km]";"SAR (RCM)";"Synthetic Aperture Radar (SAR) C band";"Imaging radar (SAR)";"CSA, NRCAN, DND, DFO, AAFC, ECCC, PSC"
"587";"MTG-I2 (imaging)";"Meteosat Third Generation - Imaging Satellite 2";"EUMETSAT, ESA";"Sep 2026";"Geostationary";885;"VIS0.4=1.0 km, VIS0.5=1.0 km, VIS0.6=1.0 km & 0.5 km, VIS0.8=1.0 km, VIS0.9=1.0 km, NIR1.3=1.0 km, NIR1.6=1.0 km, NIR2.2=1.0 km & 0.5 km, IR3.8=2.0 km & 1.0 km, WV6.3=2.0 km, WV7.3=2.0 km, IR8.7=2.0 km, IR9.7=2.0 km, IR10.5=2.0 km & 1.0 km, IR12.3=2.0 km,[Best Resolution: 500m]";"210 km swath moved alternately W-E and E-W, moving up S-N a swath width at the end of each swath.  Full Disc Coverage (FDC) or Local Area Coverage (LAC) possible.[Max Swath: 210 km]";"FCI";"Flexible Combined Imager";"Multi-purpose imaging Vis/IR radiometer";"EUMETSAT, ESA"
"588";"MTG-I3 (imaging)";"Meteosat Third Generation - Imaging Satellite 3";"EUMETSAT, ESA";"Feb 2033";"Geostationary";885;"VIS0.4=1.0 km, VIS0.5=1.0 km, VIS0.6=1.0 km & 0.5 km, VIS0.8=1.0 km, VIS0.9=1.0 km, NIR1.3=1.0 km, NIR1.6=1.0 km, NIR2.2=1.0 km & 0.5 km, IR3.8=2.0 km & 1.0 km, WV6.3=2.0 km, WV7.3=2.0 km, IR8.7=2.0 km, IR9.7=2.0 km, IR10.5=2.0 km & 1.0 km, IR12.3=2.0 km,[Best Resolution: 500m]";"210 km swath moved alternately W-E and E-W, moving up S-N a swath width at the end of each swath.  Full Disc Coverage (FDC) or Local Area Coverage (LAC) possible.[Max Swath: 210 km]";"FCI";"Flexible Combined Imager";"Multi-purpose imaging Vis/IR radiometer";"EUMETSAT, ESA"
"589";"MTG-I4 (imaging)";"Meteosat Third Generation - Imaging Satellite 4";"EUMETSAT, ESA";"Dec 2036";"Geostationary";885;"VIS0.4=1.0 km, VIS0.5=1.0 km, VIS0.6=1.0 km & 0.5 km, VIS0.8=1.0 km, VIS0.9=1.0 km, NIR1.3=1.0 km, NIR1.6=1.0 km, NIR2.2=1.0 km & 0.5 km, IR3.8=2.0 km & 1.0 km, WV6.3=2.0 km, WV7.3=2.0 km, IR8.7=2.0 km, IR9.7=2.0 km, IR10.5=2.0 km & 1.0 km, IR12.3=2.0 km,[Best Resolution: 500m]";"210 km swath moved alternately W-E and E-W, moving up S-N a swath width at the end of each swath.  Full Disc Coverage (FDC) or Local Area Coverage (LAC) possible.[Max Swath: 210 km]";"FCI";"Flexible Combined Imager";"Multi-purpose imaging Vis/IR radiometer";"EUMETSAT, ESA"
"596";"SARE-2A (S1)";"SARE-2A (S1)";"CONAE";"2028";"Sun-synchronous";1762;"Panchromatic band: 1 m
Vis/IR bands: 4 m[Best Resolution: 1m]";"12 km[Max Swath: 12 km]";"CAR";"High Resolution Camera";"High resolution optical imager";"CONAE"
"597";"Post-EPS";"Post EUMETSAT Polar System";"EUMETSAT, DLR";"01 Jan 2018";"Sun-synchronous";965;"Pixel size 500m at Nadir[Best Resolution: 500m]";"2560 km (+/-53°)[Max Swath: 2700 km]";"METimage";"Multi Spectral Imager";"Multi-purpose imaging Vis/IR radiometer";"EUMETSAT, DLR"
"598";"TanDEM-X";"TerraSAR-X Add-on for Digital Elevation Measurements";"DLR";"21 Jun 2010";"Sun-synchronous";697;"Spotlight: 1.2 x 1 - 4 m Stripmap: 3 x 3 - 6 m ScanSAR: 16 x 16 m[Best Resolution: 1m]";"Spotlight: 5-10km x 10 km, Stripmap: 30 km, ScanSAR: 100 km[Max Swath: 100 km]";"X-Band SAR";"X-Band Synthetic Aperture Radar";"Imaging radar (SAR)";"DLR"
"600";"EnMAP";"Environmental Mapping & Analysis Program";"DLR";"01 Apr 2022";"Sun-synchronous";964;"GSD 30 m[Best Resolution: 30m]";"30 km[Max Swath: 30 km]";"HSI";"Hyperspectral Imager";"High resolution optical imager";"DLR"
"601";"VENµS";"Vegetation and Environment monitoring on a New Micro-Satellite";"CNES, ISA";"02 Aug 2017";"Sun-synchronous";966;"5.3 m spatial resolution with 27 km swath[Best Resolution: 5.3m]";"27 km[Max Swath: 27 km]";"VSC";"Venus Superspectral Camera";"High resolution optical imager";"CNES, ISA"
"602";"AMAZONIA-1";"Amazonia 1";"INPE";"28 Feb 2021";"Sun-synchronous";1698;"VIS - NIR: 60 m[Best Resolution: 60m]";"740 km[Max Swath: 740 km]";"WFI (Amazonia-1)";"Wide Field Imager (Amazonia-1)";"Multi-purpose imaging Vis/IR radiometer";"INPE"
"604";"MAPSAR";"Multi-purpose SAR";"INPE";"03 Dec 2015";"Sun-synchronous";971;"";"";"SAR (MAPSAR)";"Synthetic Aperture Radar (MAPSAR)";"Imaging radar (SAR)";"INPE"
"610";"Kanopus-V N1";"Environmental Satellite Kanopus-V N1";"ROSKOSMOS";"22 Jul 2012";"Sun-synchronous";834;"2.1 m[Best Resolution: 2.1m]";"23 km[Max Swath: 23 km]";"PSS";"Panchromatic imaging system";"High resolution optical imager";"ROSKOSMOS"
"611";"Elektro-L N3";"Geostationary Operational Meteorological Satellite";"ROSKOSMOS, ROSHYDROMET";"24 Dec 2019";"Geostationary";784;"1000 m; 4000 m[Best Resolution: 1000m]";"Full Earth disk";"MSU-GS";"Multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS, ROSHYDROMET"
"612";"Meteor-M N3";"Oceanographical Satellite Meteor-M N3";"ROSKOSMOS, ROSHYDROMET";"31 Dec 2021";"Sun-synchronous";900;"350-1000 m[Best Resolution: 350m]";"450 km[Max Swath: 450 km]";"Severyanin-M";"Severyanin-M";"Imaging radar (SAR)";"ROSKOSMOS, ROSHYDROMET"
"613";"ICESat-2";"Ice, Cloud, and Land Elevation Satellite 2";"NASA";"15 Sep 2018";"Inclined, non-sun-synchronous";998;"6 spots 15 m in diameter separated by 1.5 cm along track[Best Resolution: 0.15m]";"";"ATLAS";"Advanced Topographic Laser Altimeter System";"Lidar altimeter";"NASA"
"615";"HY-3A";"HY-3Aaka CSAR-01, GF-3 (02)";"NSOAS, CAST";"22 Nov 2021";"Sun-synchronous";988;"3 modes: 1 m, 5 m, 10 m[Best Resolution: 1m]";"3 swaths: 40 km, 80 km, 150 km[Max Swath: 150 km]";"WSAR";"WSAR";"Imaging radar (SAR)";"NSOAS, CAST"
"616";"HY-3B";"HY-3Baka CSAR-02, GF-3 (03)";"NSOAS, CAST";"04 Apr 2022";"Sun-synchronous";988;"3 modes: 1 m, 5 m, 10 m[Best Resolution: 1m]";"3 swaths: 40 km, 80 km, 150 km[Max Swath: 150 km]";"WSAR";"WSAR";"Imaging radar (SAR)";"NSOAS, CAST"
"617";"HY-3C";"HY-3C";"NSOAS, CAST";"2025";"Sun-synchronous";988;"3 modes: 1 m, 5 m, 10 m[Best Resolution: 1m]";"3 swaths: 40 km, 80 km, 150 km[Max Swath: 150 km]";"WSAR";"WSAR";"Imaging radar (SAR)";"NSOAS, CAST"
"623";"Meteor-MP N1";"Meteor-MP Meteorological Satellite N1";"ROSHYDROMET";"2026";"Sun-synchronous";1564;"1 km[Best Resolution: 1000m]";"3000 km";"Advanced MSU-MR";"Advanced Multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSHYDROMET"
"";"";"";"";"";"";1569;"1 m, 5 m, 50 m, 200 m, 500 m[Best Resolution: 1m]";"10 km, 50 km, 130 km, 600 km, 750 km[Max Swath: 750 km]";"Advanced SAR";"Advanced Synthetic Aperture Radar X band";"Imaging radar (SAR)";"ROSHYDROMET"
"624";"Resurs-P N1";"Environmental Satellite Resurs-P N1";"ROSKOSMOS";"25 Jun 2013";"Sun-synchronous";1686;"25-30 m[Best Resolution: 25m]";"30 km[Max Swath: 30 km]";"GSA (1)";"Hyperspectral imaging equipment";"Multi-channel/direction/polarisation radiometer";"ROSKOSMOS"
"625";"Kanopus-V N2 IR";"Environmental Satellite Kanopus-V N2 IRaka Kanopus-V N2";"ROSKOSMOS";"14 Jul 2017";"Sun-synchronous";1692;"200 m[Best Resolution: 200m]";"2000 km[Max Swath: 2000 km]";"MSU-IK-SR";"Multi-channel medium and far IR range radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS"
"";"";"";"";"";"";834;"2.1 m[Best Resolution: 2.1m]";"23 km[Max Swath: 23 km]";"PSS";"Panchromatic imaging system";"High resolution optical imager";"ROSKOSMOS"
"626";"Resurs-P N2";"Environmental Satellite Resurs-P N2";"ROSKOSMOS, ROSHYDROMET";"26 Dec 2014";"Sun-synchronous";1686;"25-30 m[Best Resolution: 25m]";"30 km[Max Swath: 30 km]";"GSA (1)";"Hyperspectral imaging equipment";"Multi-channel/direction/polarisation radiometer";"ROSKOSMOS"
"627";"PAZ";"PAZaka SEOSAR";"HISDESAT, CDTI, INTA";"22 Feb 2018";"Sun-synchronous";1514;"Resolution will move between [Best Resolution: 1m]";"Swath will vary according to the acquisition mode: 5x5 km to 100 km x 100 km.[Max Swath: 100 km]";"Paz SAR-X";"X Band Synthetic Aperture Radar";"Imaging radar (SAR)";"CDTI, HISDESAT"
"629";"ALOS-2";"Advanced Land Observing Satellite-2aka DAICHI-2";"JAXA";"24 May 2014";"Sun-synchronous";1589;"Spotlight mode (1 to 3 m), stripmap mode (3 to 10 m).[Best Resolution: 1m]";"Spotlight mode: 25km, Stripmap mode: 50-70 km, Scan SAR mode: 350 - 490 km, Polarimetry: 30-50 km[Max Swath: 490 km]";"PALSAR-2";"Phased Array type L-band Synthetic Aperture Radar-2";"Imaging radar (SAR)";"JAXA"
"630";"ALOS-3";"Advanced Land Observing Satellite-3aka DAICHI-3";"JAXA";"07 Mar 2023";"Sun-synchronous";1849;"Pan: 0.8 m, Multi: 3.2 m at nadir";"70 km at nadir[Max Swath: 70 km]";"OPS (Pan, Multi)";"Wide-swath and high-resolution optical imager (Pan, Multi)";"High resolution optical imager";"JAXA"
"631";"PCW-1";"Polar Communications and Weather-1";"CSA, DND, ECCC";"01 Aug 2021";"Highly elliptical";1517;"Band dependent, varies from 0.5 km GSD (goal) for some of the VNIR bands to 2 km GSD for TIR bands.[Best Resolution: 500m]";"Field of Regard for each full acquisition is the entire Earth disc";"PCWMP";"PCW Meteorological Payload (1 on each PCW S/C)aka ISR, MET P/L";"Multi-purpose imaging Vis/IR radiometer";"CSA, ECCC"
"632";"PCW-2";"Polar Communications and Weather-2";"CSA, DND, ECCC";"01 Dec 2021";"Highly elliptical";1517;"Band dependent, varies from 0.5 km GSD (goal) for some of the VNIR bands to 2 km GSD for TIR bands.[Best Resolution: 500m]";"Field of Regard for each full acquisition is the entire Earth disc";"PCWMP";"PCW Meteorological Payload (1 on each PCW S/C)aka ISR, MET P/L";"Multi-purpose imaging Vis/IR radiometer";"CSA, ECCC"
"634";"CSG-1";"COSMO-SkyMed Second Generation - 1";"ASI, MoD (Italy)";"18 Dec 2019";"Sun-synchronous";1519;"[range x azimuth]
Spotlight: 0.5x0.35 or 0.63x0.63 m (Single/Dual pol), 
Stripmap: 3x3 m (Single/Dual/Quad pol), ScanSAR: 4x20 or 6x40 m (Single/Dual pol)[Best Resolution: 0.35m]";"'Dual polarisation modes: Spotlight [range x azimuth]: 7.3x3.1 or 10x10 km, Stripmap: 40 km, ScanSAR: 100 or 200 km.
Quad polarisation mode: 15 km.[Max Swath: 200 km]";"CSG SAR";"COSMO-SkyMed di Seconda Generazione SAR";"Imaging radar (SAR)";"ASI, MoD (Italy)"
"635";"CSG-2";"COSMO-SkyMed Second Generation - 2";"ASI, MoD (Italy)";"31 Jan 2022";"Sun-synchronous";1519;"[range x azimuth]
Spotlight: 0.5x0.35 or 0.63x0.63 m (Single/Dual pol), 
Stripmap: 3x3 m (Single/Dual/Quad pol), ScanSAR: 4x20 or 6x40 m (Single/Dual pol)[Best Resolution: 0.35m]";"'Dual polarisation modes: Spotlight [range x azimuth]: 7.3x3.1 or 10x10 km, Stripmap: 40 km, ScanSAR: 100 or 200 km.
Quad polarisation mode: 15 km.[Max Swath: 200 km]";"CSG SAR";"COSMO-SkyMed di Seconda Generazione SAR";"Imaging radar (SAR)";"ASI, MoD (Italy)"
"636";"RISAT-2";"Radar Imaging Satellite";"ISRO";"20 Apr 2009";"Sun-synchronous";1521;"3 - 8 m[Best Resolution: 3m]";"10 km, 50 km[Max Swath: 650 km]";"SAR-X";"Synthetic Aperature Radiometer (RISAT-2)";"Imaging radar (SAR)";"ISRO"
"637";"KOMPSAT-3";"Korea Multi-Purpose Satellite -3aka Arirang-3";"KARI, ASTRIUM";"18 May 2012";"Sun-synchronous";1522;"Pan: 0.7 m, VNIR: 2.8 m[Best Resolution: 0.7m]";"15 km[Max Swath: 15 km]";"AEISS";"Advanced Electronic Image Scanning System";"High resolution optical imager";"KARI, ASTRIUM"
"642";"NISAR";"NASA ISRO  Synthetic Aperture Radaraka Dual Frequency SAR Mission";"NASA, ISRO";"Feb 2025";"Sun-synchronous";1526;"10m resolution[Best Resolution: 10m]";"240 km (12-day repeat and global coverage)[Max Swath: 240 km]";"L-band SAR (NISAR)";"L-band Synthetic Aperture Radar (SAR) (NISAR)";"Imaging radar (SAR)";"NASA, ISRO"
"644";"HyspIRI";"Hyperspectral Infrared Imager";"NASA";"03 Apr 2023";"Sun-synchronous";1539;"60 m at nadir; 3 week revisit time[Best Resolution: 60m]";"90 km[Max Swath: 90 km]";"Visible imaging spectrometer (HyspIRI)";"Visible imaging spectrometer (HyspIRI)";"High resolution optical imager";"NASA"
"648";"ACE";"Aerosol Clouds and Ecosystem Mission";"NASA";"03 Jan 2022";"Sun-synchronous";1597;"1 km";"2700 km swath[Max Swath: 2700 km]";"OCI";"Ocean Color Instrument";"Medium-resolution spectro-radiometer";"NASA"
"667";"JPSS-1";"Joint Polar Satellite System - 1aka NOAA-20";"NOAA, EUMETSAT, NASA";"18 Nov 2017";"Sun-synchronous";412;"400 m - 1.6 km[Best Resolution: 400m]";"3000 km[Max Swath: 3000 km]";"VIIRS";"Visible/Infrared Imager Radiometer Suite";"Multi-purpose imaging Vis/IR radiometer";"NOAA, NASA"
"668";"JPSS-2";"Joint Polar Satellite System - 2aka NOAA-21";"NOAA, EUMETSAT, NASA";"10 Nov 2022";"Sun-synchronous";412;"400 m - 1.6 km[Best Resolution: 400m]";"3000 km[Max Swath: 3000 km]";"VIIRS";"Visible/Infrared Imager Radiometer Suite";"Multi-purpose imaging Vis/IR radiometer";"NOAA, NASA"
"670";"AWiFSSAT";"Advance Wide Field Sensor Satellite";"ISRO";"01 Jan 2012";"Sun-synchronous";460;"55 m[Best Resolution: 55m]";"740 km[Max Swath: 740 km]";"AWiFS";"Advanced Wide Field Sensor";"Multi-purpose imaging Vis/IR radiometer";"ISRO"
"674";"RISAT-2F";"Radar Imaging Satellite";"ISRO";"01 Jan 2013";"Sun-synchronous";1521;"3 - 8 m[Best Resolution: 3m]";"10 km, 50 km[Max Swath: 650 km]";"SAR-X";"Synthetic Aperature Radiometer (RISAT-2)";"Imaging radar (SAR)";"ISRO"
"679";"MIOSAT";"Piccola MIssione Ottica basata su microSATellite";"ASI";"01 Jun 2014";"Sun-synchronous";1593;"10 m[Best Resolution: 8m]";"10 km[Max Swath: 10 km]";"ALISEO";"SAGNAC imaging spectrometer";"Medium-resolution IR spectrometer";"ASI"
"";"";"";"";"";"";1592;"2 m[Best Resolution: 2m]";"10 km[Max Swath: 10 km]";"PAN CAM";"Panchromatic Camera";"High resolution optical imager";"ASI"
"681";"Meteor-MP N2";"Meteor-MP Meteorological Satellite N2";"ROSHYDROMET";"2027";"Sun-synchronous";1564;"1 km[Best Resolution: 1000m]";"3000 km";"Advanced MSU-MR";"Advanced Multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSHYDROMET"
"";"";"";"";"";"";1569;"1 m, 5 m, 50 m, 200 m, 500 m[Best Resolution: 1m]";"10 km, 50 km, 130 km, 600 km, 750 km[Max Swath: 750 km]";"Advanced SAR";"Advanced Synthetic Aperture Radar X band";"Imaging radar (SAR)";"ROSHYDROMET"
"682";"Meteor-MP N3";"Meteor-MP Meteorological Satellite N3";"ROSHYDROMET";"2028";"Sun-synchronous";1564;"1 km[Best Resolution: 1000m]";"3000 km";"Advanced MSU-MR";"Advanced Multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSHYDROMET"
"";"";"";"";"";"";1569;"1 m, 5 m, 50 m, 200 m, 500 m[Best Resolution: 1m]";"10 km, 50 km, 130 km, 600 km, 750 km[Max Swath: 750 km]";"Advanced SAR";"Advanced Synthetic Aperture Radar X band";"Imaging radar (SAR)";"ROSHYDROMET"
"684";"PACE";"Plankton, Aerosol, Cloud, ocean Ecosystemaka Pre-Aerosol, Cloud, and ocean Ecosystems";"NASA, NSO, SRON";"08 Feb 2024";"Sun-synchronous";1597;"1 km";"2700 km swath[Max Swath: 2700 km]";"OCI";"Ocean Color Instrument";"Medium-resolution spectro-radiometer";"NASA"
"691";"Arkon-2M";"Arkon-2M";"ROSKOSMOS";"31 Dec 2015";"Sun-synchronous";1599;"X-band 1 - 1.5m, L-band 3 - 5 m, R-band 30 m[Best Resolution: 1m]";"X-band 2 - 10 km, L-band 20 - 100 km, R-band 100 - 450 km[Max Swath: 450 km]";"Arkon-2M SAR";"Arkon-2M SAR";"Imaging radar (SAR)";"ROSKOSMOS"
"693";"GISAT";"GEO HR IMAGER";"ISRO";"11 Aug 2021";"Geostationary";1606;"50 m[Best Resolution: 50m]";"";"HRMX-VNIR";"High Resolution MX-VNIR";"High resolution optical imager";"ISRO"
"";"";"";"";"";"";1608;"192 m[Best Resolution: 192m]";"";"HYSI-VNIR";"Hyperspectral VNIR";"Medium-resolution IR spectrometer";"ISRO"
"696";"CARTOSAT-1A";"Cartography Satellite -1A";"ISRO";"01 Aug 2014";"Sun-synchronous";1613;"12 m";"15 km[Max Swath: 15 km]";"HYSI (Cartosat-3)";"Hyperspectral sensor";"High resolution optical imager";"ISRO"
"";"";"";"";"";"";1612;"30 m";"60 km";"HYSI (IRS-1A)-VNIR";"Hyperspectral VNIR";"";"ISRO"
"";"";"";"";"";"";1611;"1 m[Best Resolution: 1m]";"16 km[Max Swath: 16 km]";"MX (Cartosat-3)";"Multispectral VNIR";"High resolution optical imager";"ISRO"
"697";"CARTOSAT-1B";"Cartosat -1B";"ISRO";"01 Mar 2017";"Sun-synchronous";1613;"12 m";"15 km[Max Swath: 15 km]";"HYSI (Cartosat-3)";"Hyperspectral sensor";"High resolution optical imager";"ISRO"
"";"";"";"";"";"";1612;"30 m";"60 km";"HYSI (IRS-1A)-VNIR";"Hyperspectral VNIR";"";"ISRO"
"";"";"";"";"";"";1611;"1 m[Best Resolution: 1m]";"16 km[Max Swath: 16 km]";"MX (Cartosat-3)";"Multispectral VNIR";"High resolution optical imager";"ISRO"
"698";"KOMPSAT-3A";"Korea Multi-Purpose Satellite -3Aaka Arirang-3A";"KARI";"26 Mar 2015";"Sun-synchronous";1614;"Pan: 0.7 m, VNIR: 2.8 m, IR: 5.5m[Best Resolution: 0.7m]";"15 km[Max Swath: 15 km]";"AEISS-A";"Advanced Electronic Image Scanning System-A";"High resolution optical imager";"KARI, ASTRIUM"
"700";"FY-2G";"FY-2G Geostationary Meteorological Satellite";"NSMC-CMA, NRSCC";"31 Dec 2014";"Geostationary";665;"5 km[Best Resolution: 5000m]";"Full Earth disk";"VISSR-2";"Stretched Visible and Infrared Spin Scan Radiometer-2";"Multi-purpose imaging Vis/IR radiometer";"NRSCC, CAST, NSMC-CMA, CNSA"
"701";"FY-2H";"FY-2H Geostationary Meteorological Satellite";"NSMC-CMA, NRSCC";"05 Jun 2018";"Geostationary";665;"5 km[Best Resolution: 5000m]";"Full Earth disk";"VISSR-2";"Stretched Visible and Infrared Spin Scan Radiometer-2";"Multi-purpose imaging Vis/IR radiometer";"NRSCC, CAST, NSMC-CMA, CNSA"
"704";"CARTOSAT-2C";"Cartography Satellite - 2C";"ISRO";"22 Jun 2016";"Sun-synchronous";1603;"2 m[Best Resolution: 2m]";"10 km[Max Swath: 10 km]";"HRMX";"High Resolution Multi Spectral";"High resolution optical imager";"ISRO"
"710";"RESOURCESAT-2A";"Resource Satellite-2A";"ISRO";"07 Dec 2016";"Sun-synchronous";460;"55 m[Best Resolution: 55m]";"740 km[Max Swath: 740 km]";"AWiFS";"Advanced Wide Field Sensor";"Multi-purpose imaging Vis/IR radiometer";"ISRO"
